year,selling_price,km_driven,fuel,seller_type,transmission,owner,brands,models
2017,350000.0,25000.0,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Alto K10
2018,850000.0,19000.0,Petrol,Dealer,Manual,First Owner,Ford,Ford EcoSport 1.5
2008,140000.0,54000.0,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Alto LX
2015,550000.0,17100.0,Petrol,Dealer,Manual,Second Owner,Ford,Other
2017,525000.0,19000.0,Petrol,Dealer,Automatic,First Owner,Hyundai,Hyundai Grand i10
2015,470000.0,146000.0,Diesel,Dealer,Manual,First Owner,Ford,Other
2013,900000.0,98000.0,Diesel,Dealer,Automatic,First Owner,Ford,Other
2011,500000.0,223158.4,Diesel,Dealer,Manual,Second Owner,Ford,Other
1998,80000.0,120000.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2011,175000.0,175000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2017,1350000.0,15000.0,Diesel,Individual,Automatic,Second Owner,Mahindra,Other
2017,800000.0,50000.0,Diesel,Individual,Manual,First Owner,Renault,Other
2017,250000.0,15000.0,Petrol,Individual,Manual,First Owner,Datsun,Other
2018,700000.0,25000.0,Petrol,Individual,Automatic,First Owner,Maruti,Other
2019,800000.0,25000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2013,660000.0,69000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2015,465000.0,60000.0,Diesel,Individual,Manual,Third Owner,Maruti,Maruti Swift VDI
2006,180000.0,222435.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2017,600000.0,66000.0,Diesel,Individual,Manual,Third Owner,Maruti,Maruti Swift Dzire
2010,150000.0,110000.0,Petrol,Individual,Manual,First Owner,Ford,Other
2014,450000.0,78000.0,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai Verna 1.6
2019,721000.0,10000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2018,300000.0,35000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2019,1000000.0,10000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2016,300000.0,40000.0,Petrol,Individual,Manual,First Owner,Renault,Other
2013,450000.0,120000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
1997,79000.0,70000.0,Petrol,Individual,Automatic,First Owner,Maruti,Other
2017,545000.0,40000.0,Diesel,Individual,Manual,First Owner,Ford,Other
2018,844999.0,20000.0,Diesel,Individual,Manual,First Owner,Honda,Other
2016,700000.0,93000.0,Diesel,Individual,Manual,First Owner,Skoda,Other
2016,650000.0,159000.0,Diesel,Individual,Manual,First Owner,Toyota,Other
2014,525000.0,75000.0,Diesel,Individual,Manual,Second Owner,Ford,Other
2006,110000.0,101100.0,Diesel,Individual,Manual,Third Owner,Ford,Other
2011,180000.0,66000.0,Diesel,Individual,Manual,First Owner,Tata,Tata Indica Vista
2012,280000.0,30000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Other
2019,400000.0,10000.0,Petrol,Individual,Manual,First Owner,Renault,Other
2012,625000.0,126000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2015,535000.0,70000.0,Diesel,Individual,Manual,First Owner,Volkswagen,Other
2017,459999.0,50000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
2010,300000.0,100000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2007,280000.0,60000.0,Petrol,Individual,Automatic,First Owner,Honda,Other
2014,500000.0,70000.0,Petrol,Individual,Manual,First Owner,Honda,Other
2019,1200000.0,1200.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2011,180000.0,134444.0,Petrol,Individual,Automatic,Second Owner,Hyundai,Other
2009,78000.0,120000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
2011,160000.0,120000.0,Diesel,Individual,Manual,First Owner,Nissan,Other
2014,600000.0,223158.4,Diesel,Individual,Manual,First Owner,Mahindra,Other
2008,110000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
2011,450000.0,110000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2019,1350000.0,35000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2003,120000.0,165000.0,Petrol,Individual,Manual,Second Owner,Honda,Other
2018,1040000.0,42000.0,Diesel,Individual,Manual,First Owner,Honda,Other
2014,390000.0,70000.0,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai Grand i10
2011,65000.0,60000.0,Petrol,Individual,Manual,Second Owner,Tata,Other
2013,320000.0,115000.0,Diesel,Individual,Manual,Third Owner,Volkswagen,Other
2017,720000.0,70000.0,Diesel,Individual,Manual,First Owner,Volkswagen,Other
2007,220000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2011,225000.0,65000.0,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Wagon R
2010,200000.0,150000.0,Diesel,Individual,Manual,Second Owner,Tata,Other
2015,434999.0,75000.0,Diesel,Dealer,Manual,Second Owner,Toyota,Other
2012,300000.0,63700.0,Diesel,Individual,Manual,First Owner,Ford,Ford Figo Diesel
2018,700000.0,74800.0,Diesel,Individual,Manual,First Owner,Honda,Other
2009,500000.0,105000.0,Diesel,Individual,Manual,Second Owner,Ford,Other
2016,500000.0,40000.0,Diesel,Individual,Manual,First Owner,Renault,Other
2016,400000.0,90000.0,Diesel,Individual,Manual,Second Owner,Maruti,Other
2015,825000.0,75000.0,Diesel,Dealer,Manual,Second Owner,Toyota,Other
2018,720000.0,15000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
2009,110000.0,30000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti 800 AC
2014,600000.0,100000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2009,275000.0,155000.0,Diesel,Individual,Automatic,Third Owner,Mahindra,Other
2012,2349000.0,149000.0,Diesel,Individual,Automatic,Second Owner,Others,Other
2017,740000.0,60000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2017,800000.0,90000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2019,1100000.0,100000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2012,750000.0,100000.0,Diesel,Individual,Automatic,Second Owner,BMW,Other
2012,200000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto K10
2009,210000.0,75000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2009,270000.0,120000.0,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift VDI
2016,630000.0,90000.0,Diesel,Individual,Manual,Second Owner,Toyota,Other
2015,375000.0,55000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2010,300000.0,70000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2016,580000.0,95000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2014,550000.0,50000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2016,750000.0,50000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2014,250000.0,60516.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2012,434999.0,223158.4,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai Verna 1.6
2007,900000.0,76731.0,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz,Other
2016,685000.0,64000.0,Diesel,Dealer,Manual,First Owner,Maruti,Other
2014,540000.0,65000.0,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Swift VDI
2018,1165000.0,13000.0,Petrol,Dealer,Automatic,Test Drive Car,Honda,Other
2014,610000.0,77000.0,Diesel,Dealer,Manual,First Owner,Ford,Other
2011,254999.0,24000.0,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai EON Era
2014,280000.0,63840.0,Petrol,Dealer,Manual,First Owner,Nissan,Other
2017,370000.0,25000.0,Petrol,Individual,Manual,First Owner,Tata,Other
2011,459999.0,76400.0,Diesel,Individual,Manual,Second Owner,Tata,Other
1998,42000.0,70000.0,Petrol,Individual,Manual,Third Owner,Maruti,Other
2011,190000.0,80000.0,Diesel,Individual,Manual,Third Owner,Fiat,Other
2010,165000.0,100000.0,Petrol,Individual,Manual,Fourth & Above Owner,Fiat,Other
2017,710000.0,40000.0,Diesel,Individual,Manual,First Owner,Ford,Ford EcoSport 1.5
2018,1200000.0,15000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2011,229999.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2018,310000.0,15000.0,Petrol,Individual,Manual,First Owner,Renault,Other
2015,320000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
2006,100000.0,54000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti 800 AC
2009,160000.0,90000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2007,60000.0,52000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti 800 AC
2012,100000.0,200000.0,Diesel,Individual,Manual,Third Owner,Tata,Other
2016,350000.0,35000.0,Diesel,Individual,Manual,Second Owner,Chevrolet,Chevrolet Beat Diesel
2017,700000.0,60000.0,Diesel,Individual,Manual,First Owner,Renault,Other
2017,300000.0,31489.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
2018,830000.0,40000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2010,229999.0,70000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2013,400000.0,100000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2005,300000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2013,300000.0,50000.0,Diesel,Individual,Manual,First Owner,Ford,Ford Figo Diesel
2009,80000.0,180000.0,Diesel,Individual,Manual,Second Owner,Ford,Other
2008,80000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti 800 AC
2007,100000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2012,300000.0,110000.0,Diesel,Individual,Manual,First Owner,Tata,Tata Indica Vista
2018,700000.0,26000.0,Petrol,Individual,Automatic,First Owner,Maruti,Other
2016,975000.0,65000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2009,500000.0,130000.0,Diesel,Individual,Manual,First Owner,Chevrolet,Other
2013,550000.0,75000.0,Diesel,Individual,Manual,Second Owner,Renault,Other
2014,550000.0,110000.0,Diesel,Individual,Manual,Second Owner,Nissan,Other
2014,240000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
1997,50000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2009,120000.0,80000.0,Petrol,Individual,Manual,Second Owner,Tata,Tata Indica Vista
2013,900000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto 800
2009,250000.0,90000.0,Petrol,Individual,Manual,Second Owner,Honda,Other
2017,280000.0,36000.0,Petrol,Individual,Manual,First Owner,Renault,Other
2010,85000.0,87000.0,Diesel,Individual,Manual,First Owner,Tata,Tata Indica Vista
2011,90000.0,80000.0,Diesel,Individual,Manual,First Owner,Tata,Tata Indica Vista
2015,500000.0,50000.0,Diesel,Individual,Manual,First Owner,Chevrolet,Other
2013,200000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2015,250000.0,50000.0,Petrol,Individual,Manual,First Owner,Renault,Other
2014,185000.0,40000.0,Diesel,Individual,Manual,Third Owner,Maruti,Maruti Swift Dzire
2008,100000.0,60000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Other
2015,610000.0,55000.0,Diesel,Individual,Manual,First Owner,Toyota,Other
2012,290000.0,80000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2012,300000.0,223158.4,Diesel,Individual,Manual,First Owner,Mahindra,Other
2015,225000.0,80000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON Era
2017,320000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto K10
2012,135000.0,158000.0,Diesel,Individual,Manual,Third Owner,Tata,Other
2006,400000.0,223158.4,Diesel,Individual,Manual,Third Owner,Toyota,Toyota Innova 2.5
2016,600000.0,19495.0,Petrol,Dealer,Manual,First Owner,Nissan,Other
2013,570000.0,62668.0,Diesel,Dealer,Manual,First Owner,Renault,Other
2013,850000.0,85710.0,Diesel,Dealer,Manual,First Owner,Mahindra,Other
2011,250000.0,55130.0,Diesel,Dealer,Manual,Second Owner,Ford,Ford Figo Diesel
2014,580000.0,63356.0,Diesel,Dealer,Manual,Second Owner,Ford,Other
2012,1680000.0,129627.0,Diesel,Dealer,Manual,First Owner,Toyota,Other
2010,180000.0,15000.0,Petrol,Individual,Manual,First Owner,Chevrolet,Other
2017,300000.0,50000.0,Petrol,Individual,Manual,First Owner,Tata,Other
2012,269000.0,70000.0,Petrol,Individual,Manual,Second Owner,Toyota,Other
2018,231999.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
2011,150000.0,60000.0,Petrol,Individual,Manual,Third Owner,Chevrolet,Other
2017,495000.0,5000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
2014,700000.0,15000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2018,400000.0,4400.0,Petrol,Individual,Manual,Second Owner,Datsun,Other
2019,599000.0,15000.0,Diesel,Individual,Manual,Third Owner,Mahindra,Other
2013,421000.0,45000.0,Diesel,Individual,Manual,First Owner,Renault,Other
2018,841000.0,1000.0,Diesel,Individual,Manual,First Owner,Ford,Ford EcoSport 1.5
2014,295000.0,38500.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2011,220000.0,25000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2013,250000.0,35000.0,Diesel,Individual,Manual,First Owner,Ford,Other
2009,1100000.0,110000.0,Diesel,Individual,Manual,Second Owner,Toyota,Other
2012,300000.0,40000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.6
2007,80000.0,110000.0,Petrol,Individual,Manual,Second Owner,Chevrolet,Other
2013,215000.0,20000.0,Diesel,Individual,Manual,Third Owner,Chevrolet,Chevrolet Beat Diesel
2012,245000.0,14987.0,Petrol,Dealer,Manual,First Owner,Hyundai,Other
2016,650000.0,25061.0,Diesel,Dealer,Manual,First Owner,Ford,Ford EcoSport 1.5
2017,760000.0,42494.0,Diesel,Dealer,Manual,First Owner,Ford,Other
2014,395000.0,44875.0,Diesel,Dealer,Manual,First Owner,Honda,Other
2014,280000.0,89741.0,Diesel,Dealer,Manual,Second Owner,Ford,Ford Figo Diesel
2016,495000.0,65000.0,Diesel,Dealer,Manual,First Owner,Honda,Other
2016,525000.0,35000.0,Diesel,Dealer,Manual,First Owner,Honda,Other
2009,420000.0,223158.4,Diesel,Dealer,Manual,First Owner,Toyota,Toyota Innova 2.5
2010,210000.0,34500.0,Diesel,Individual,Manual,First Owner,Tata,Other
2018,650000.0,30000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2018,2300000.0,39000.0,Diesel,Individual,Automatic,First Owner,BMW,Other
2019,525000.0,16000.0,Diesel,Individual,Manual,First Owner,Ford,Other
2010,195000.0,80000.0,CNG,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
2016,650000.0,60000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2015,540000.0,110000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2014,180000.0,61000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
2018,980000.0,50000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2014,250000.0,90000.0,Diesel,Individual,Manual,First Owner,Fiat,Other
2018,550000.0,35000.0,Petrol,Individual,Automatic,First Owner,Hyundai,Hyundai Grand i10
2015,509999.0,43000.0,Petrol,Individual,Manual,Second Owner,Volkswagen,Other
2017,320000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
2016,275000.0,25000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2013,550000.0,222252.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2009,145000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
2013,250000.0,80000.0,Diesel,Individual,Manual,First Owner,Fiat,Other
2012,520000.0,35000.0,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Verna 1.6
2007,95000.0,85000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
2011,725000.0,110000.0,Diesel,Individual,Manual,Third Owner,Toyota,Toyota Innova 2.5
2006,55000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti 800 AC
2014,600000.0,100000.0,Diesel,Individual,Manual,First Owner,Honda,Other
2013,330000.0,120000.0,Diesel,Individual,Manual,Second Owner,Volkswagen,Other
2015,470000.0,89000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
2013,365000.0,120000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2013,250000.0,40000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Other
2017,430000.0,17000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
2013,400000.0,125000.0,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift VDI
2015,615000.0,110000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
2011,150000.0,120000.0,Diesel,Individual,Manual,Second Owner,Ford,Ford Figo Diesel
2014,240000.0,90000.0,Diesel,Individual,Manual,First Owner,Ford,Ford Figo Diesel
2014,800000.0,90000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2015,240000.0,110000.0,LPG,Individual,Manual,First Owner,Hyundai,Other
2014,600000.0,87000.0,Diesel,Individual,Manual,Second Owner,Ford,Other
2014,800000.0,15000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2012,350000.0,38000.0,Petrol,Individual,Manual,First Owner,Ford,Other
2011,300000.0,64000.0,Petrol,Individual,Manual,Second Owner,Honda,Other
2015,399000.0,55250.0,Diesel,Individual,Manual,First Owner,Tata,Other
2011,300000.0,110000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2012,150000.0,70000.0,Petrol,Individual,Automatic,First Owner,Maruti,Other
2010,320000.0,60000.0,Diesel,Individual,Manual,Third Owner,Chevrolet,Other
2018,1280000.0,17000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2017,300000.0,13000.0,Petrol,Individual,Manual,Second Owner,Renault,Other
2016,1000000.0,60000.0,Diesel,Individual,Manual,First Owner,Nissan,Other
2012,1090000.0,120000.0,Diesel,Individual,Manual,Second Owner,Others,Other
2012,450000.0,97000.0,Diesel,Individual,Manual,Second Owner,Tata,Other
2007,60000.0,130000.0,Petrol,Individual,Manual,Second Owner,Tata,Other
2013,500000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
2012,200000.0,120000.0,Diesel,Individual,Manual,Second Owner,Tata,Other
2006,60000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
2012,185000.0,67000.0,CNG,Dealer,Manual,Second Owner,Hyundai,Other
2015,155000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
2019,600000.0,5000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2016,300000.0,20000.0,Petrol,Individual,Manual,First Owner,Renault,Other
2018,850000.0,12500.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2019,470000.0,4000.0,CNG,Individual,Manual,First Owner,Maruti,Other
2019,600000.0,25000.0,Petrol,Individual,Manual,First Owner,Ford,Other
2013,700000.0,70000.0,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Innova 2.5
2007,70000.0,162000.0,LPG,Individual,Manual,First Owner,Maruti,Maruti Wagon R
2010,1250000.0,205000.0,Diesel,Individual,Manual,Second Owner,Toyota,Other
2008,650000.0,70000.0,Petrol,Individual,Automatic,Third Owner,Audi,Other
2018,450000.0,70000.0,Diesel,Individual,Manual,Second Owner,Hyundai,Other
2014,750000.0,100000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2013,775000.0,70000.0,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Innova 2.5
2011,800000.0,220000.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2015,360000.0,80000.0,Petrol,Individual,Manual,Second Owner,Honda,Other
2010,250000.0,120000.0,Diesel,Individual,Manual,First Owner,Toyota,Other
2017,1490000.0,22038.0,Diesel,Individual,Manual,First Owner,Others,Other
2013,600000.0,80000.0,Diesel,Individual,Manual,First Owner,Nissan,Other
2010,120000.0,90000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LX
2012,320000.0,140000.0,Diesel,Individual,Manual,Second Owner,Tata,Other
2011,400000.0,120000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2015,302000.0,60000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
2014,150000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
2012,200000.0,90000.0,Diesel,Individual,Manual,Second Owner,Tata,Tata Indica Vista
2008,120000.0,175000.0,Diesel,Individual,Manual,Second Owner,Maruti,Other
2019,1400000.0,10000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2017,620000.0,65000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2012,449000.0,90000.0,Diesel,Individual,Manual,First Owner,Toyota,Toyota Innova 2.5
2007,100000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LXi
2018,600000.0,2500.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
2012,250000.0,40000.0,Diesel,Individual,Manual,First Owner,Chevrolet,Chevrolet Beat Diesel
2018,550000.0,63000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2014,360000.0,70000.0,Diesel,Individual,Manual,First Owner,Skoda,Other
2012,650000.0,60000.0,Petrol,Dealer,Automatic,First Owner,Skoda,Other
2012,199000.0,92000.0,Diesel,Dealer,Manual,Third Owner,Ford,Other
2014,285000.0,89126.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2009,260000.0,134000.0,Diesel,Individual,Automatic,First Owner,Volkswagen,Other
2019,869999.0,15000.0,Petrol,Dealer,Automatic,First Owner,Maruti,Other
2016,425000.0,42500.0,Diesel,Dealer,Manual,First Owner,Hyundai,Hyundai Grand i10
2012,490000.0,42000.0,Diesel,Dealer,Automatic,First Owner,Chevrolet,Other
2015,750000.0,70000.0,Diesel,Individual,Automatic,Second Owner,Mahindra,Other
2004,125000.0,110000.0,Petrol,Individual,Manual,Third Owner,Honda,Other
2014,221000.0,131365.0,Diesel,Individual,Manual,First Owner,Fiat,Other
2016,724000.0,48980.0,Diesel,Dealer,Automatic,First Owner,Volkswagen,Other
2014,440000.0,46000.0,Petrol,Dealer,Automatic,First Owner,Honda,Other
2009,70000.0,60000.0,Petrol,Individual,Manual,Third Owner,Chevrolet,Other
2015,511000.0,58000.0,Diesel,Dealer,Manual,First Owner,Maruti,Other
2016,790000.0,22000.0,Diesel,Dealer,Manual,First Owner,Maruti,Other
2017,640000.0,37000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2009,120000.0,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,Hyundai Santro Xing
2012,126000.0,98900.0,Diesel,Individual,Manual,Third Owner,Chevrolet,Chevrolet Beat Diesel
2012,120000.0,125000.0,Diesel,Individual,Manual,First Owner,Chevrolet,Chevrolet Beat Diesel
2017,650000.0,60000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2014,450000.0,80000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai Grand i10
2010,110000.0,80000.0,CNG,Individual,Manual,Fourth & Above Owner,Maruti,Other
2017,600000.0,40000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2012,620000.0,80000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2014,600000.0,30000.0,Diesel,Individual,Manual,First Owner,Ford,Other
2018,795000.0,35000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2011,300000.0,180000.0,Diesel,Individual,Manual,Third Owner,Tata,Other
2015,495000.0,60000.0,Diesel,Individual,Manual,First Owner,Renault,Other
2018,1350000.0,34000.0,Diesel,Individual,Automatic,First Owner,Tata,Other
2014,350000.0,145000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2018,300000.0,25000.0,Petrol,Individual,Automatic,First Owner,Datsun,Other
2018,500000.0,70000.0,Diesel,Individual,Manual,First Owner,Nissan,Other
2017,2575000.0,36000.0,Diesel,Dealer,Automatic,First Owner,Audi,Other
2014,345000.0,58000.0,Petrol,Dealer,Manual,First Owner,Honda,Other
2013,220000.0,100000.0,Diesel,Individual,Manual,First Owner,Tata,Other
1999,50000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti 800 AC
2017,585000.0,14000.0,Petrol,Dealer,Manual,First Owner,Honda,Other
2018,625000.0,13800.0,Petrol,Individual,Automatic,First Owner,Maruti,Maruti Swift Dzire
2017,1035000.0,23000.0,Petrol,Dealer,Automatic,First Owner,Hyundai,Other
2017,600000.0,99700.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2019,2675000.0,5000.0,Diesel,Individual,Automatic,First Owner,Toyota,Other
2014,650000.0,49654.0,Diesel,Dealer,Manual,First Owner,Honda,Other
2016,550000.0,45457.0,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai Grand i10
2017,1260000.0,39221.0,Diesel,Dealer,Manual,First Owner,Hyundai,Other
2016,660000.0,48220.0,Petrol,Dealer,Manual,First Owner,Hyundai,Other
2017,700000.0,11114.0,Petrol,Dealer,Manual,First Owner,Hyundai,Other
2008,235000.0,60208.0,Diesel,Dealer,Manual,First Owner,Hyundai,Other
2013,475000.0,80000.0,Diesel,Dealer,Manual,First Owner,Volkswagen,Other
2008,795000.0,98600.0,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz,Other
2016,2675000.0,13000.0,Petrol,Dealer,Automatic,First Owner,Audi,Other
2015,2675000.0,30000.0,Diesel,Dealer,Automatic,First Owner,Audi,Other
2019,1860000.0,18000.0,Petrol,Dealer,Automatic,First Owner,Others,Other
2010,2675000.0,100000.0,Diesel,Dealer,Automatic,First Owner,Others,Other
2015,850000.0,58000.0,Petrol,Dealer,Automatic,First Owner,Honda,Other
2017,585000.0,85441.0,Diesel,Dealer,Manual,First Owner,Mahindra,Other
2015,380000.0,64541.0,Diesel,Dealer,Manual,First Owner,Mahindra,Other
2019,650000.0,35000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
2017,434999.0,16267.0,Petrol,Dealer,Manual,First Owner,Nissan,Other
2013,525000.0,71500.0,Diesel,Dealer,Manual,First Owner,Volkswagen,Other
2019,2675000.0,12999.0,Diesel,Dealer,Automatic,First Owner,BMW,Other
2008,160000.0,80000.0,Petrol,Individual,Manual,First Owner,Chevrolet,Other
2007,160000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2017,900000.0,14700.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2000,61000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LX
2017,400000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
2009,150000.0,100000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai Santro Xing
2019,950000.0,24000.0,Petrol,Individual,Automatic,First Owner,Volkswagen,Other
2007,110000.0,90000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2015,375000.0,30000.0,Petrol,Individual,Manual,First Owner,Tata,Other
2017,350000.0,80000.0,Petrol,Individual,Manual,First Owner,Datsun,Other
2012,310000.0,92686.0,Diesel,Dealer,Manual,Second Owner,Hyundai,Other
